seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	30771613	30771689	77	*	X6803	5717	30771481	30810337	38857	+	0	inside	131	PSMD11
chr17	33469070	33469465	396	*	X6804	54475	33458368	33469322	10955	-	0	overlapStart	0	NLE1
chr17	33905568	33905716	149	*	X6806	5193	33901814	33905656	3843	-	0	overlapStart	0	PEX12
chr17	33905735	33905755	21	*	X6807	5193	33901814	33905656	3843	-	78	upstream	78	PEX12
chr17	34136366	34136889	524	*	X6808	8148	34136459	34174246	37788	+	0	overlapStart	0	TAF15
chr17	34842307	34842623	317	*	X6809	9326	34842473	34855154	12682	+	0	overlapStart	0	ZNHIT3
chr17	34891184	34891543	360	*	X6810	80179	34851599	34891305	39707	-	0	overlapStart	0	MYO19
chr17	34891649	34891662	14	*	X6811	80179	34851599	34891305	39707	-	343	upstream	343	MYO19
chr17	34891676	34891711	36	*	X6812	80179	34851599	34891305	39707	-	370	upstream	370	MYO19
chr17	34957806	34957995	190	*	X6814	79922	34958025	34965407	7383	+	29	upstream	29	MRM1
chr17	34958069	34958182	114	*	X6815	79922	34958025	34965407	7383	+	0	inside	43	MRM1
chr17	35306101	35306167	67	*	X6816	26574	35306175	35414171	107997	+	7	upstream	7	AATF
chr17	35306238	35306304	67	*	X6817	26574	35306175	35414171	107997	+	0	inside	62	AATF
chr17	35306317	35306359	43	*	X6818	26574	35306175	35414171	107997	+	0	inside	141	AATF
chr17	35969338	35969482	145	*	X6819	11276	35874900	35969486	94587	-	0	inside	3	SYNRG
chr17	35969627	35969630	4	*	X6820	11276	35874900	35969486	94587	-	140	upstream	140	SYNRG
chr17	36003346	36003407	62	*	X6821	11056	35972363	36003493	31131	-	0	inside	85	DDX52
chr17	36003419	36003468	50	*	X6822	11056	35972363	36003493	31131	-	0	inside	24	DDX52
chr17	36003490	36003531	42	*	X6823	11056	35972363	36003493	31131	-	0	overlapStart	0	DDX52
chr17	36452941	36453164	224	*	X6824	84311	36452989	36479101	26113	+	0	overlapStart	0	MRPL45
chr17	36908095	36908242	148	*	X6826	5691	36909002	36920478	11477	+	759	upstream	759	PSMB3
chr17	36956137	36956283	147	*	X6828	8396	36921944	36956158	34215	-	0	overlapStart	0	PIP4K2B
chr17	36981543	36981879	337	*	X6829	100616416	36982091	36982145	55	+	211	upstream	211	MIR4727
chr17	36981543	36981879	337	*	X6829	54883	36956687	36981608	24922	-	0	overlapStart	0	CWC25
chr17	37009883	37009986	104	*	X6830	619505	37009116	37009248	133	-	634	upstream	634	SNORA21
chr17	37009883	37009986	104	*	X6830	9349	37006321	37010053	3733	-	0	inside	66	RPL23
chr17	37024002	37024130	129	*	X6832	3927	37026112	37078023	51912	+	1981	upstream	1981	LASP1
chr17	37025567	37025711	145	*	X6833	3927	37026112	37078023	51912	+	400	upstream	400	LASP1
chr17	37026304	37026455	152	*	X6834	3927	37026112	37078023	51912	+	0	inside	191	LASP1
chr17	37309821	37310220	400	*	X6836	57125	37219556	37309485	89930	-	335	upstream	335	PLXDC1
chr17	37310519	37311008	490	*	X6837	57125	37219556	37309485	89930	-	1033	upstream	1033	PLXDC1
chr17	37356249	37356276	28	*	X6838	6143	37356536	37360980	4445	+	259	upstream	259	RPL19
chr17	37356304	37356314	11	*	X6839	6143	37356536	37360980	4445	+	221	upstream	221	RPL19
chr17	37356326	37356742	417	*	X6840	6143	37356536	37360980	4445	+	0	overlapStart	0	RPL19
chr17	37617459	37617934	476	*	X6841	51755	37617739	37690800	73062	+	0	overlapStart	0	CDK12
chr17	37844320	37844343	24	*	X6844	2064	37844393	37884915	40523	+	49	upstream	49	ERBB2
chr17	37844320	37844343	24	*	X6844	93210	37827375	37844310	16936	-	9	upstream	9	PGAP3
chr17	37844355	37844407	53	*	X6845	2064	37844393	37884915	40523	+	0	overlapStart	0	ERBB2
chr17	37844355	37844407	53	*	X6845	93210	37827375	37844310	16936	-	44	upstream	44	PGAP3
chr17	38083911	38083962	52	*	X6847	94103	38077296	38083884	6589	-	26	upstream	26	ORMDL3
chr17	38136841	38137359	519	*	X6848	5709	38137021	38154213	17193	+	0	overlapStart	0	PSMD3
chr17	38257038	38257335	298	*	X6850	9572	38249037	38256978	7942	-	59	upstream	59	NR1D1
chr17	38256710	38256850	141	*	X6851	9572	38249037	38256978	7942	-	0	inside	127	NR1D1
chr17	38296381	38297017	637	*	X6853	22794	38296507	38328431	31925	+	0	overlapStart	0	CASC3
chr17	38444063	38444125	63	*	X6854	990	38444146	38459413	15268	+	20	upstream	20	CDC6
chr17	38803996	38804522	527	*	X6857	6605	38783976	38804103	20128	-	0	overlapStart	0	SMARCE1
chr17	39845049	39845644	596	*	X6858	10209	39845127	39847898	2772	+	0	overlapStart	0	EIF1
chr17	39890907	39890971	65	*	X6860	9001	39878891	39890898	12008	-	8	upstream	8	HAP1
chr17	40021860	40021872	13	*	X6861	55175	40009799	40021629	11831	-	230	upstream	230	KLHL11
chr17	40021904	40021922	19	*	X6862	55175	40009799	40021629	11831	-	274	upstream	274	KLHL11
chr17	40075087	40075162	76	*	X6863	47	40023179	40075272	52094	-	0	inside	109	ACLY
chr17	40118513	40118541	29	*	X6864	1267	40118759	40129754	10996	+	217	upstream	217	CNP
chr17	40118558	40118569	12	*	X6865	1267	40118759	40129754	10996	+	189	upstream	189	CNP
chr17	40118592	40118607	16	*	X6866	1267	40118759	40129754	10996	+	151	upstream	151	CNP
chr17	40118836	40118964	129	*	X6867	1267	40118759	40129754	10996	+	0	inside	76	CNP
chr17	40169351	40169688	338	*	X6868	28511	40169594	40177656	8063	+	0	overlapStart	0	NKIRAS2
chr17	40169351	40169688	338	*	X6868	7266	40128439	40169715	41277	-	0	inside	26	DNAJC7
chr17	40540717	40540825	109	*	X6869	6774	40465343	40540513	75171	-	203	upstream	203	STAT3
chr17	40575186	40575391	206	*	X6872	284119	40554467	40575338	20872	-	0	overlapStart	0	CAVIN1
chr17	40830076	40830080	5	*	X6873	79990	40819932	40829048	9117	-	1027	upstream	1027	PLEKHH3
chr17	40834408	40834666	259	*	X6874	2826	40831420	40833845	2426	-	562	upstream	562	CCR10
chr17	40834408	40834666	259	*	X6874	8506	40834632	40852011	17380	+	0	overlapStart	0	CNTNAP1
chr17	40925266	40925630	365	*	X6875	84313	40925454	40931617	6164	+	0	overlapStart	0	VPS25
chr17	40950629	40950660	32	*	X6876	124817	40950854	40963605	12752	+	193	upstream	193	CNTD1
chr17	40950629	40950660	32	*	X6876	28958	40947165	40950743	3579	-	0	inside	82	COA3
chr17	41116309	41116645	337	*	X6878	80755	41102543	41116515	13973	-	0	overlapStart	0	AARSD1
chr17	41116738	41116797	60	*	X6879	80755	41102543	41116515	13973	-	222	upstream	222	AARSD1
chr17	41150198	41150387	190	*	X6880	6155	41150446	41154971	4526	+	58	upstream	58	RPL27
chr17	41150432	41150482	51	*	X6881	6155	41150446	41154971	4526	+	0	overlapStart	0	RPL27
chr17	41465962	41466127	166	*	X6885	100130581	41447213	41466266	19054	-	0	inside	138	LINC00910
chr17	41466193	41466588	396	*	X6886	100130581	41447213	41466266	19054	-	0	overlapStart	0	LINC00910
chr17	41561045	41561078	34	*	X6888	1659	41561334	41604164	42831	+	255	upstream	255	DHX8
chr17	41561258	41561388	131	*	X6889	1659	41561334	41604164	42831	+	0	overlapStart	0	DHX8
chr17	41561445	41561469	25	*	X6890	1659	41561334	41604164	42831	+	0	inside	110	DHX8
chr17	42092192	42092623	432	*	X6895	84336	42088556	42092415	3860	-	0	overlapStart	0	TMEM101
chr17	42147933	42148135	203	*	X6898	92579	42148098	42153712	5615	+	0	overlapStart	0	G6PC3
chr17	42766992	42767422	431	*	X6900	124808	42754805	42767165	12361	-	0	overlapStart	0	CCDC43
chr17	42976729	42976966	238	*	X6901	388389	42977080	42981047	3968	+	113	upstream	113	CCDC103
chr17	42976729	42976966	238	*	X6901	9343	42927655	42976993	49339	-	0	inside	26	EFTUD2
chr17	43224407	43224418	12	*	X6902	10614	43224684	43229468	4785	+	265	upstream	265	HEXIM1
chr17	43238397	43238423	27	*	X6904	124790	43238264	43247406	9143	+	0	inside	132	HEXIM2
chr17	43238539	43239098	560	*	X6905	124790	43238264	43247406	9143	+	0	inside	274	HEXIM2
chr17	45000254	45000265	12	*	X6912	9570	45000486	45104994	104509	+	220	upstream	220	GOSR2
chr17	45000301	45000694	394	*	X6913	9570	45000486	45104994	104509	+	0	overlapStart	0	GOSR2
chr17	45266454	45266510	57	*	X6915	996	45195311	45266665	71355	-	0	inside	154	CDC27
chr17	45266525	45266560	36	*	X6916	996	45195311	45266665	71355	-	0	inside	104	CDC27
chr17	45569805	45570084	280	*	X6917	653479	45527593	45569986	42394	-	0	overlapStart	0	MRPL45P2
chr17	45727114	45727454	341	*	X6918	3837	45727204	45761004	33801	+	0	overlapStart	0	KPNB1
chr17	45772499	45772679	181	*	X6920	9755	45772630	45789429	16800	+	0	overlapStart	0	TBKBP1
chr17	45772713	45772764	52	*	X6921	9755	45772630	45789429	16800	+	0	inside	82	TBKBP1
chr17	45908778	45908897	120	*	X6922	124995	45900638	45908907	8270	-	0	inside	9	MRPL10
chr17	45908778	45908897	120	*	X6922	90506	45908993	45915079	6087	+	95	upstream	95	LRRC46
chr17	46125119	46125134	16	*	X6923	4779	46125686	46138907	13222	+	551	upstream	551	NFE2L1
chr17	46125820	46125847	28	*	X6924	4779	46125686	46138907	13222	+	0	inside	133	NFE2L1
chr17	46125885	46125909	25	*	X6925	4779	46125686	46138907	13222	+	0	inside	198	NFE2L1
chr17	46125921	46126072	152	*	X6926	4779	46125686	46138907	13222	+	0	inside	234	NFE2L1
chr17	46178614	46178986	373	*	X6928	10951	46147414	46178883	31470	-	0	overlapStart	0	CBX1
chr17	46179007	46179043	37	*	X6929	10951	46147414	46178883	31470	-	123	upstream	123	CBX1
chr17	46985561	46985890	330	*	X6930	65264	46985731	47006422	20692	+	0	overlapStart	0	UBE2Z
chr17	47074632	47074724	93	*	X6934	10642	47074774	47133507	58734	+	49	upstream	49	IGF2BP1
chr17	47074746	47074913	168	*	X6935	10642	47074774	47133507	58734	+	0	overlapStart	0	IGF2BP1
chr17	47439857	47439864	8	*	X6939	22834	47366568	47439835	73268	-	21	upstream	21	ZNF652
chr17	47492298	47492322	25	*	X6940	5245	47481420	47492242	10823	-	55	upstream	55	PHB
chr17	47755273	47755527	255	*	X6942	8405	47676246	47755525	79280	-	0	overlapStart	0	SPOP
chr17	47785751	47785776	26	*	X6943	10237	47778690	47785528	6839	-	222	upstream	222	SLC35B1
chr17	47785852	47785866	15	*	X6944	10237	47778690	47785528	6839	-	323	upstream	323	SLC35B1
chr17	47865802	47866201	400	*	X6946	11143	47865981	47906458	40478	+	0	overlapStart	0	KAT7
chr17	47865802	47866201	400	*	X6946	81558	47787687	47865937	78251	-	0	overlapStart	0	FAM117A
chr17	48046240	48046294	55	*	X6947	1748	48046562	48052323	5762	+	267	upstream	267	DLX4
chr17	48046513	48046536	24	*	X6948	1748	48046562	48052323	5762	+	25	upstream	25	DLX4
chr17	48423497	48423572	76	*	X6950	64132	48423393	48438512	15120	+	0	inside	103	XYLT2
chr17	48785262	48785430	169	*	X6953	91369	48770551	48785270	14720	-	0	overlapStart	0	ANKRD40
chr17	48796758	48796822	65	*	X6954	51747	48796926	48830072	33147	+	103	upstream	103	LUC7L3
chr17	48796907	48797331	425	*	X6955	51747	48796926	48830072	33147	+	0	overlapStart	0	LUC7L3
chr17	48943928	48943939	12	*	X6956	400604	48944040	48945732	1693	+	100	upstream	100	TOB1-AS1
chr17	48944009	48944032	24	*	X6957	400604	48944040	48945732	1693	+	7	upstream	7	TOB1-AS1
chr17	49337389	49337416	28	*	X6958	51096	49337897	49375292	37396	+	480	upstream	480	UTP18
chr17	49337389	49337416	28	*	X6958	54799	49254786	49337514	82729	-	0	inside	97	MBTD1
chr17	49337486	49337520	35	*	X6959	51096	49337897	49375292	37396	+	376	upstream	376	UTP18
chr17	49337486	49337520	35	*	X6959	54799	49254786	49337514	82729	-	0	overlapStart	0	MBTD1
chr17	49337541	49337599	59	*	X6960	51096	49337897	49375292	37396	+	297	upstream	297	UTP18
chr17	49337541	49337599	59	*	X6960	54799	49254786	49337514	82729	-	26	upstream	26	MBTD1
chr17	49337640	49337706	67	*	X6961	51096	49337897	49375292	37396	+	190	upstream	190	UTP18
chr17	49337640	49337706	67	*	X6961	54799	49254786	49337514	82729	-	125	upstream	125	MBTD1
chr17	49337751	49337789	39	*	X6962	51096	49337897	49375292	37396	+	107	upstream	107	UTP18
chr17	49337751	49337789	39	*	X6962	54799	49254786	49337514	82729	-	236	upstream	236	MBTD1
chr17	53828577	53828657	81	*	X6964	58488	53828340	53854748	26409	+	0	inside	236	PCTP
chr17	54991299	54991402	104	*	X6965	7706	54965270	54991409	26140	-	0	inside	6	TRIM25
chr17	55038330	55038357	28	*	X6966	8161	55015561	55038411	22851	-	0	inside	53	COIL
chr17	55038405	55038458	54	*	X6967	8161	55015561	55038411	22851	-	0	overlapStart	0	COIL
chr17	55055591	55055641	51	*	X6968	59342	55055468	55084129	28662	+	0	inside	122	SCPEP1
chr17	55927264	55927806	543	*	X6969	51649	55916287	55927433	11147	-	0	overlapStart	0	MRPS23
chr17	56084388	56084459	72	*	X6971	6426	56078280	56084707	6428	-	0	inside	247	SRSF1
chr17	56084474	56084490	17	*	X6972	6426	56078280	56084707	6428	-	0	inside	216	SRSF1
chr17	56084507	56084826	320	*	X6973	6426	56078280	56084707	6428	-	0	overlapStart	0	SRSF1
chr17	56429486	56429556	71	*	X6975	6827	56422536	56429599	7064	-	0	inside	42	SUPT4H1
chr17	56429825	56429911	87	*	X6976	6827	56422536	56429599	7064	-	225	upstream	225	SUPT4H1
chr17	56769981	56770072	92	*	X6980	56155	56634038	56769416	135379	-	564	upstream	564	TEX14
chr17	56769981	56770072	92	*	X6980	5889	56769963	56811692	41730	+	0	inside	17	RAD51C
chr17	57286963	57287555	593	*	X6981	55181	57287371	57292611	5241	+	0	overlapStart	0	SMG8
chr17	57642915	57643031	117	*	X6982	79665	57642886	57685713	42828	+	0	inside	28	DHX40
chr17	57696540	57697387	848	*	X6983	1213	57697050	57774317	77268	+	0	overlapStart	0	CLTC
chr17	57970426	57970438	13	*	X6984	51174	57936841	57970306	33466	-	119	upstream	119	TUBD1
chr17	57970426	57970438	13	*	X6984	6198	57970407	58027786	57380	+	0	inside	18	RPS6KB1
chr17	57970535	57970558	24	*	X6985	51174	57936841	57970306	33466	-	228	upstream	228	TUBD1
chr17	57970535	57970558	24	*	X6985	6198	57970407	58027786	57380	+	0	inside	127	RPS6KB1
chr17	57970574	57970597	24	*	X6986	51174	57936841	57970306	33466	-	267	upstream	267	TUBD1
chr17	57970574	57970597	24	*	X6986	6198	57970407	58027786	57380	+	0	inside	166	RPS6KB1
chr17	58042005	58042011	7	*	X6987	51136	58029723	58042117	12395	-	0	inside	105	RNFT1
chr17	60004863	60005474	612	*	X6993	57508	59942728	60005377	62650	-	0	overlapStart	0	INTS2
chr17	60143054	60143077	24	*	X6994	9969	60019966	60142643	122678	-	410	upstream	410	MED13
chr17	61678026	61678446	421	*	X6997	51204	61678231	61685725	7495	+	0	overlapStart	0	TACO1
chr17	61819050	61819071	22	*	X6998	92335	61780192	61819330	39139	-	0	inside	258	STRADA
chr17	61819086	61819098	13	*	X6999	92335	61780192	61819330	39139	-	0	inside	231	STRADA
chr17	61819343	61819385	43	*	X7000	92335	61780192	61819330	39139	-	12	upstream	12	STRADA
chr17	61850722	61850889	168	*	X7001	11325	61851567	61896677	45111	+	677	upstream	677	DDX42
chr17	61850722	61850889	168	*	X7001	57003	61822610	61851088	28479	-	0	inside	198	CCDC47
chr17	61851504	61851670	167	*	X7002	11325	61851567	61896677	45111	+	0	overlapStart	0	DDX42
chr17	61851504	61851670	167	*	X7002	57003	61822610	61851088	28479	-	415	upstream	415	CCDC47
chr17	61851714	61851746	33	*	X7003	11325	61851567	61896677	45111	+	0	inside	146	DDX42
chr17	61851714	61851746	33	*	X7003	57003	61822610	61851088	28479	-	625	upstream	625	CCDC47
chr17	61904765	61905029	265	*	X7004	117246	61896793	61905031	8239	-	0	inside	1	FTSJ3
chr17	61904765	61905029	265	*	X7004	5705	61904770	61909387	4618	+	0	overlapStart	0	PSMC5
chr17	61920201	61920339	139	*	X7007	6603	61909441	61920351	10911	-	0	inside	11	SMARCD2
chr17	62492971	62493368	398	*	X7013	11232	62473902	62493184	19283	-	0	overlapStart	0	POLG2
chr17	62501510	62501543	34	*	X7014	90799	62503158	62534062	30905	+	1614	upstream	1614	CEP95
chr17	62501626	62501834	209	*	X7015	90799	62503158	62534062	30905	+	1323	upstream	1323	CEP95
chr17	62502235	62502491	257	*	X7016	1655	62494374	62502484	8111	-	0	overlapStart	0	DDX5
chr17	62502235	62502491	257	*	X7016	90799	62503158	62534062	30905	+	666	upstream	666	CEP95
chr17	62502511	62502524	14	*	X7017	1655	62494374	62502484	8111	-	26	upstream	26	DDX5
chr17	62502511	62502524	14	*	X7017	90799	62503158	62534062	30905	+	633	upstream	633	CEP95
chr17	62502778	62502993	216	*	X7018	1655	62494374	62502484	8111	-	293	upstream	293	DDX5
chr17	62502778	62502993	216	*	X7018	90799	62503158	62534062	30905	+	164	upstream	164	CEP95
chr17	62503013	62503072	60	*	X7019	1655	62494374	62502484	8111	-	528	upstream	528	DDX5
chr17	62503013	62503072	60	*	X7019	90799	62503158	62534062	30905	+	85	upstream	85	CEP95
chr17	62503130	62503147	18	*	X7020	1655	62494374	62502484	8111	-	645	upstream	645	DDX5
chr17	62503130	62503147	18	*	X7020	90799	62503158	62534062	30905	+	10	upstream	10	CEP95
chr17	62503159	62503193	35	*	X7021	1655	62494374	62502484	8111	-	674	upstream	674	DDX5
chr17	62503159	62503193	35	*	X7021	90799	62503158	62534062	30905	+	0	inside	0	CEP95
chr17	62658408	62658425	18	*	X7024	64750	62540735	62658386	117652	-	21	upstream	21	SMURF2
chr17	62915473	62915689	217	*	X7025	374819	62850488	62915586	65099	-	0	overlapStart	0	LRRC37A3
chr17	62915781	62915854	74	*	X7026	374819	62850488	62915586	65099	-	194	upstream	194	LRRC37A3
chr17	62971840	62971898	59	*	X7027	201283	62962668	62971703	9036	-	136	upstream	136	AMZ2P1
chr17	65362467	65362861	395	*	X7033	5718	65336619	65362721	26103	-	0	overlapStart	0	PSMD12
chr17	65713935	65714030	96	*	X7035	25926	65714061	65740266	26206	+	30	upstream	30	NOL11
chr17	65990025	65990051	27	*	X7037	284018	65987217	65989765	2549	-	259	upstream	259	C17orf58
chr17	66031696	66031752	57	*	X7039	3838	66031848	66042970	11123	+	95	upstream	95	KPNA2
chr17	66031769	66032219	451	*	X7040	3838	66031848	66042970	11123	+	0	overlapStart	0	KPNA2
chr17	66244151	66244346	196	*	X7042	51321	66244145	66253305	9161	+	0	inside	5	AMZ2
chr17	71188706	71188891	186	*	X7045	9382	71189173	71204645	15473	+	281	upstream	281	COG1
chr17	71189166	71189246	81	*	X7046	9382	71189173	71204645	15473	+	0	overlapStart	0	COG1
chr17	72199678	72200074	397	*	X7048	6169	72199795	72206019	6225	+	0	overlapStart	0	RPL38
chr17	72200093	72200139	47	*	X7049	6169	72199795	72206019	6225	+	0	inside	297	RPL38
chr17	72209466	72209532	67	*	X7050	85001	72206135	72209460	3326	-	5	upstream	5	MGC16275
chr17	72209466	72209532	67	*	X7050	94015	72209696	72258157	48462	+	163	upstream	163	TTYH2
chr17	72427451	72427538	88	*	X7051	55890	72427667	72446720	19054	+	128	upstream	128	GPRC5C
chr17	72667261	72667434	174	*	X7053	326624	72667256	72743474	76219	+	0	inside	4	RAB37
chr17	73008487	73008671	185	*	X7055	3396	73008780	73017356	8577	+	108	upstream	108	MRPL58
chr17	73008772	73009137	366	*	X7056	3396	73008780	73017356	8577	+	0	overlapStart	0	MRPL58
chr17	73042804	73042991	188	*	X7063	10476	73034955	73043074	8120	-	0	inside	82	ATP5PD
chr17	73043012	73043068	57	*	X7064	10476	73034955	73043074	8120	-	0	inside	5	ATP5PD
chr17	73106097	73106173	77	*	X7065	79637	73106082	73126360	20279	+	0	inside	14	ARMC7
chr17	73127869	73128010	142	*	X7067	30833	73126320	73127890	1571	-	0	overlapStart	0	NT5C
chr17	73128026	73128036	11	*	X7068	30833	73126320	73127890	1571	-	135	upstream	135	NT5C
chr17	73150467	73150691	225	*	X7069	51155	73131344	73150775	19432	-	0	inside	83	JPT1
chr17	73178887	73179124	238	*	X7073	6613	73163825	73179098	15274	-	0	overlapStart	0	SUMO2
chr17	73179285	73179289	5	*	X7074	6613	73163825	73179098	15274	-	186	upstream	186	SUMO2
chr17	73201603	73201621	19	*	X7075	79902	73201597	73231854	30258	+	0	inside	5	NUP85
chr17	73257292	73257347	56	*	X7076	51081	73257749	73262457	4709	+	401	upstream	401	MRPS7
chr17	73257409	73257431	23	*	X7077	51081	73257749	73262457	4709	+	317	upstream	317	MRPS7
chr17	73257444	73258143	700	*	X7078	51081	73257749	73262457	4709	+	0	overlapStart	0	MRPS7
chr17	73775526	73775568	43	*	X7081	3021	73772515	73775860	3346	-	0	inside	291	H3-3B
chr17	73775736	73775919	184	*	X7082	3021	73772515	73775860	3346	-	0	overlapStart	0	H3-3B
chr17	73780666	73781361	696	*	X7083	100616282	73780602	73780688	87	-	0	overlapStart	0	MIR4738
chr17	73780666	73781361	696	*	X7083	85451	73780920	73821886	40967	+	0	overlapStart	0	UNK
chr17	73975311	73975352	42	*	X7086	51	73937589	73975515	37927	-	0	inside	162	ACOX1
chr17	73975762	73975781	20	*	X7087	51	73937589	73975515	37927	-	246	upstream	246	ACOX1
chr17	74068499	74068603	105	*	X7088	6730	74034856	74068607	33752	-	0	inside	3	SRP68
chr17	74099692	74100128	437	*	X7089	23265	74077086	74099868	22783	-	0	overlapStart	0	EXOC7
chr17	74349830	74350425	596	*	X7092	5635	74306868	74350279	43412	-	0	overlapStart	0	PRPSAP1
chr17	74553716	74553726	11	*	X7093	100507246	74553846	74561430	7585	+	119	upstream	119	SNHG16
chr17	74553716	74553726	11	*	X7093	677850	74554874	74554951	78	+	1147	upstream	1147	SNORD1C
chr17	74553752	74553988	237	*	X7094	100507246	74553846	74561430	7585	+	0	overlapStart	0	SNHG16
chr17	74553752	74553988	237	*	X7094	677850	74554874	74554951	78	+	885	upstream	885	SNORD1C
chr17	74722061	74722103	43	*	X7095	124512	74722912	74729962	7051	+	808	upstream	808	METTL23
chr17	74722507	74722520	14	*	X7096	124512	74722912	74729962	7051	+	391	upstream	391	METTL23
chr17	74723262	74723312	51	*	X7097	23210	74708914	74722881	13968	-	380	upstream	380	JMJD6
chr17	74723387	74723399	13	*	X7098	23210	74708914	74722881	13968	-	505	upstream	505	JMJD6
chr17	74732426	74732577	152	*	X7099	693221	74732532	74732630	99	-	0	overlapEnd	52	MIR636
chr17	74732426	74732577	152	*	X7099	79157	74732272	74775336	43065	+	0	inside	153	MFSD11
chr17	74732871	74733494	624	*	X7100	6427	74730197	74733493	3297	-	0	overlapStart	0	SRSF2
chr17	74732871	74733494	624	*	X7100	693221	74732532	74732630	99	-	240	upstream	240	MIR636
chr17	74733632	74733738	107	*	X7101	6427	74730197	74733493	3297	-	138	upstream	138	SRSF2
chr17	74733632	74733738	107	*	X7101	693221	74732532	74732630	99	-	1001	upstream	1001	MIR636
chr17	75084761	75084903	143	*	X7102	6397	75084725	75213181	128457	+	0	inside	35	SEC14L1
chr17	75084761	75084903	143	*	X7102	677781	75085389	75085575	187	+	485	upstream	485	SCARNA16
chr17	76210352	76210429	78	*	X7106	332	76210277	76221716	11440	+	0	inside	74	BIRC5
chr17	76836769	76836925	157	*	X7107	57602	76791735	76836969	45235	-	0	inside	43	USP36
chr17	78010222	78010361	140	*	X7110	125058	77906142	78009657	103516	-	564	upstream	564	TBC1D16
chr17	78010222	78010361	140	*	X7110	55036	78010431	78074412	63982	+	69	upstream	69	CCDC40
chr17	78010504	78010614	111	*	X7111	125058	77906142	78009657	103516	-	846	upstream	846	TBC1D16
chr17	78010504	78010614	111	*	X7111	55036	78010431	78074412	63982	+	0	inside	72	CCDC40
chr17	78075503	78075544	42	*	X7112	2548	78075355	78093679	18325	+	0	inside	147	GAA
chr17	78120768	78120788	21	*	X7113	9775	78109013	78120982	11970	-	0	inside	193	EIF4A3
chr17	78120921	78121010	90	*	X7114	9775	78109013	78120982	11970	-	0	overlapStart	0	EIF4A3
chr17	78388905	78389373	469	*	X7115	100294362	78325631	78388968	63338	-	0	overlapStart	0	RNF213-AS1
chr17	78388905	78389373	469	*	X7115	284131	78388967	78411884	22918	+	0	overlapStart	0	ENDOV
chr17	78518497	78518896	400	*	X7117	57521	78518625	78940173	421549	+	0	overlapStart	0	RPTOR
chr17	79008964	79009103	140	*	X7119	10458	79008947	79091232	82286	+	0	inside	16	BAIAP2
chr17	79008964	79009103	140	*	X7119	440465	79002933	79008519	5587	-	444	upstream	444	BAIAP2-DT
chr17	79604076	79604325	250	*	X7127	55666	79523913	79604138	80226	-	0	overlapStart	0	NPLOC4
chr17	79604076	79604325	250	*	X7127	83882	79604197	79615779	11583	+	0	overlapStart	0	TSPAN10
chr17	79650313	79650384	72	*	X7128	9146	79650962	79669151	18190	+	577	upstream	577	HGS
chr17	79650712	79650983	272	*	X7129	339231	79648224	79650954	2731	-	0	overlapStart	0	ARL16
chr17	79650712	79650983	272	*	X7129	9146	79650962	79669151	18190	+	0	overlapStart	0	HGS
chr17	79670209	79670221	13	*	X7130	1468	79670400	79688046	17647	+	178	upstream	178	SLC25A10
chr17	79670209	79670221	13	*	X7130	6182	79670400	79674556	4157	+	178	upstream	178	MRPL12
chr17	79670236	79670579	344	*	X7131	1468	79670400	79688046	17647	+	0	overlapStart	0	SLC25A10
chr17	79670236	79670579	344	*	X7131	6182	79670400	79674556	4157	+	0	overlapStart	0	MRPL12
chr17	79791323	79791369	47	*	X7132	348262	79780293	79791167	10875	-	155	upstream	155	MCRIP1
chr17	79791385	79791428	44	*	X7133	348262	79780293	79791167	10875	-	217	upstream	217	MCRIP1
chr17	79829152	79829230	79	*	X7134	396	79825597	79829282	3686	-	0	inside	51	ARHGDIA
chr17	79829252	79829274	23	*	X7135	396	79825597	79829282	3686	-	0	inside	7	ARHGDIA
chr17	79849416	79849432	17	*	X7136	10189	79845711	79849462	3752	-	0	inside	29	ALYREF
chr17	79849416	79849432	17	*	X7136	51529	79849599	79858363	8765	+	166	upstream	166	ANAPC11
chr17	79849714	79849725	12	*	X7137	10189	79845711	79849462	3752	-	251	upstream	251	ALYREF
chr17	79849714	79849725	12	*	X7137	51529	79849599	79858363	8765	+	0	inside	114	ANAPC11
chr17	79876147	79876175	29	*	X7138	51547	79869815	79876058	6244	-	88	upstream	88	SIRT7
chr17	79876194	79876249	56	*	X7139	51547	79869815	79876058	6244	-	135	upstream	135	SIRT7
chr17	80231280	80231585	306	*	X7141	1453	80200537	80231594	31058	-	0	inside	8	CSNK1D
chr17	80674600	80674703	104	*	X7148	79672	80674582	80685893	11312	+	0	inside	17	FN3KRP
chr17	80674725	80674735	11	*	X7149	79672	80674582	80685893	11312	+	0	inside	142	FN3KRP
chr18	267899	268207	309	*	X7152	9984	214520	268059	53540	-	0	overlapStart	0	THOC1
chr18	657499	657528	30	*	X7153	7298	657604	673499	15896	+	75	upstream	75	TYMS
chr18	812810	812862	53	*	X7155	7525	721592	812542	90951	-	267	upstream	267	YES1
chr18	3013487	3013552	66	*	X7156	9663	2916992	3011945	94954	-	1541	upstream	1541	LPIN2
chr18	3247738	3247950	213	*	X7157	10627	3247528	3256234	8707	+	0	inside	209	MYL12A
